@relation 'IBM-HR-Employee-Attrition_preprocess-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Llast-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Llast-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1-weka.filters.unsupervised.attribute.Remove-R1-5,7-9,11-12,14-15,17-24,26,28-29,32-34'

@attribute Education numeric
@attribute EnvironmentSatisfaction numeric
@attribute JobInvolvement numeric
@attribute JobSatisfaction numeric
@attribute RelationshipSatisfaction numeric
@attribute StockOptionLevel numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute Class_Attrition {Yes,No}

@data
4,4,3,2.525552,3.075471,0,3,2.09368,Yes
1.309279,1.070198,2.741722,1.96976,2,0,3,0.389368,Yes
2.541713,3.892468,2.016365,2.09852,3.736307,0,2.765642,2,Yes
3.591156,1.825564,2.297183,2.281619,2.996495,0,2.069183,1.990914,Yes
2.061599,1,3.270424,2.57015,1.386892,0,3.678085,3.687495,Yes
3,3,1.258985,4,2.794767,0.994805,1,3.229039,Yes
1.655367,1.844731,2.272317,2.807739,2.315666,0,3,2.219173,Yes
1.36635,3.122174,3,3,4,0,3.442286,3.027662,Yes
2.115447,1.470527,2.119737,3.858729,4,0,3.364042,4.474679,Yes
2.997491,2.264797,1.77424,3.773909,1.489604,2.899538,2.80109,2.063693,Yes
2.648911,3.504248,3,1.179392,1,0.846107,2.746002,3.906242,Yes
2.709285,3.278057,2.704425,1.533369,3,0,2,5.241863,Yes
3.385646,1,2.069274,1.383027,3.079042,0,2.425889,3,Yes
3.570397,1,3,1.345653,1,0,2.763202,5,Yes
1,2.967776,3,1,2.960309,0.008452,3,4,Yes
3,2.870104,3.847815,3.244221,1.275506,0,1.256317,5.173286,Yes
3.598845,1.174464,3.428751,2.580971,1.700265,1.422746,2.978869,5,Yes
2.398657,1.811531,1.365495,2.820403,2.320313,0.829875,2.128855,1.103494,Yes
2.163926,2,2.861569,1,2.620098,1.402378,2.257497,3.73659,Yes
4,2.908408,2.172513,3.640421,2.989932,0.45843,3,1.735979,Yes
3.913808,3.991946,3,2.320272,2.940003,1,2,3.679145,Yes
2,1.381411,2,2.257439,1,0,3,2.926144,Yes
3.399592,4,3,2.70921,1.337557,0.387418,2.957716,5.488047,Yes
3.856477,4,3,3,2.953071,1,2.173578,5.946198,Yes
1.863995,1.909543,3,2.356624,4,0.731825,2.457239,0.957013,Yes
3,3.191911,2.330695,1.52627,3,0,2.506284,11.606758,Yes
1.495073,1.078868,2.442518,4,3.463327,0.836799,2,8.034116,Yes
1.136198,2.259539,2.709427,4,3.402179,0.562555,2,8.296708,Yes
3,2.387179,3,4,4,0.293829,3,10,Yes
2.946396,1.899417,2.419867,2.91577,1.619751,0.048066,2.500086,1.135738,Yes
1.152794,3,2,3.143763,1,1.392432,3,12.71177,Yes
1.122318,2.392685,2,1.058557,2.965765,1,3,19.935682,Yes
3.351549,1.021527,2.097695,3.506343,2,0.473718,2.768831,4.899731,Yes
4.141287,1.771013,1.021111,2.449306,2,1.039419,2.472454,3.866426,Yes
2,2.867626,2,3,2.845673,0,3,2.154548,Yes
3.200048,1,1.741878,3.053954,2.518337,1.865929,3,2.085307,Yes
3.127938,2.160154,2,2.170642,2.614647,0.617191,2.588735,11.984469,Yes
2,1.142025,1.225531,2.148849,1,0,2.200275,1,Yes
2.994464,2.405515,1.498217,2.894046,2.22562,0,2.960832,3.645773,Yes
3.571709,4,3,2.704915,1.994536,0,1,7.008752,Yes
4,1.922848,3,1,2.316129,0.296066,1.736697,6.92539,Yes
1.973624,2,2.311909,1,1.194235,0,2.928777,6.253963,Yes
3,2.142815,3,2.989356,1.49637,1.26319,2.801442,2.580416,Yes
2.140533,1.824912,2.227217,2.681167,3.803936,0.249416,3.070196,5.968097,Yes
2.754011,3.08461,3,3,1.90342,0,2,1.805405,Yes
3.031595,3.858511,2.068606,2.374211,1,0,2,4.96525,Yes
3,1,3,4,2.60185,2.914813,3.499701,11.992897,Yes
3,2.512076,3,2.397801,2.186959,0.350953,1.185871,2.105319,Yes
2.854291,3,2.91243,3.212964,1,2,3.186601,8.90726,Yes
3.008932,2.749684,2.367926,2,3.421837,0,2.757417,4.91403,Yes
3,1.717903,3.952604,2.71872,2.077006,0.544429,2.010346,5.173303,Yes
3.459462,4,2,1.246208,2.896806,0.639058,3,4.405899,Yes
4,1.532936,2.76838,1.063889,2.961809,0,3,5,Yes
3.033649,3.846289,2.019403,1.959362,2.119881,0,3.100651,2.459228,Yes
3.023638,1,3,1.480627,2.913494,0,2.258645,2.326918,Yes
2,1.520187,2.159467,3.373767,2.744666,0,2.846565,4.884526,Yes
4.188701,2.416056,3.301449,2,1.14859,0,3,8.213958,Yes
3.387528,2.851013,2.938852,1.145883,3.194691,0,2.319938,8.455174,Yes
4.870048,2.396427,1.889769,2.633567,2.43348,0.653903,2.572038,4.473757,Yes
2.242914,2.281482,2.832528,1.165897,2.361988,0.275379,1.373572,1.354951,Yes
3,3,3.235988,3,4,0,2.178535,2.599971,Yes
3.059138,1.529858,1.754719,3.042903,2,0,2.19425,4.609926,Yes
3,1.423344,2.244843,3,4,1,3.563263,1.762314,Yes
2.157076,1.753597,2.252182,1,3.73491,0.525961,2.944107,11.637545,Yes
3.029926,3,2.236051,3.922861,3,0,3.872104,3.546061,Yes
2.663701,2.250801,3,3.498394,3.543747,0,3,4.712038,Yes
3.864477,1.701145,3,3.440283,4,1.182738,3,9.021156,Yes
3,1,3,1,2.54763,0.657802,3.207813,3,Yes
1.332057,3.309825,1.964032,2.539857,3,1.215016,2.831938,4.449761,Yes
2.229457,1.163805,3,3.035723,3.620808,1.522774,3.755534,2.884719,Yes
1.807016,1,1.15461,2.757101,3.974153,2.429679,3,1.044273,Yes
1.405139,1.524069,1.716189,2.246004,1,0.750278,3,20.092119,Yes
2.731415,2.062285,2.362219,3.370512,3.902048,2.557325,3,3.324703,Yes
3.491759,1,2.356147,3.43096,2.13002,0.543128,1.854814,8.061605,Yes
3.956984,1,2.427441,3.799229,2.359233,0.199797,1.925881,9.312645,Yes
4,1,3.327951,2.913658,3.755205,0.621387,2,14.660806,Yes
2.316237,1.562278,1.266535,3,2.777771,0,2.454733,4.300336,Yes
3.230311,1.225195,2,2.676747,2.177326,0,2.877643,3.504068,Yes
2.289417,3.576866,2.659644,3.469082,3,1.983667,3.648517,8.055941,Yes
2,3.157214,3,2.031449,3,2.059502,2.446322,8.835949,Yes
3,2.625518,2.001289,2.905604,1.574223,1.154152,3.256142,9.906614,Yes
3.842583,1.502319,2,3.206774,2.30922,0.290871,3,0.345727,Yes
2,1.819664,1.937595,3.962638,2.496283,1.550759,2.750381,3.452496,Yes
3.019557,3.271012,3,3,3.744359,0.064337,3,0.892682,Yes
2.088197,2,2.108415,3,2.363541,1.359426,3,4.23104,Yes
3.037366,3.082364,2.240186,1,1.861236,0.814421,3,4.204748,Yes
3,2.856449,2.97271,2.983795,1.106926,1,3.167386,6.036396,Yes
4,2.592426,1.440708,2.580179,3.942925,0,2.160554,2.720206,Yes
3.609259,2.054042,1.303443,3.002978,4,0,3,3.798506,Yes
4,2.399592,3,3,3,1.096236,3.526439,6.231527,Yes
2.010245,3.130011,2.49485,2.025987,1,0,2,6.945957,Yes
3,1.955833,3,2.393035,2.792408,1.038288,2.12453,7.556075,Yes
2.428952,1.849814,2.941185,1,2.141327,0.460137,2.735822,15.699015,Yes
3,3.372641,3.662032,1.340861,4,0.494957,2.955884,4.540257,Yes
3.017988,2.884677,2.066454,3.36534,2.324477,0,2,7.653693,Yes
4,1,3.057917,2.377032,3.961684,0.310224,2,12.408708,Yes
3.935443,1.686114,3.257039,2.001783,1.654103,2.068106,2.803878,5,Yes
2.655309,2.406674,3,3.511019,3.982407,0,3,4.767226,Yes
1.893133,2.630422,3,2.549219,3.270669,0.41146,1.197134,5.6419,Yes
2.22014,3.069276,2.930915,2.202954,4,1.447703,1.854201,3.912469,Yes
2.521615,3.228741,2.536891,2.144809,3.625547,0.679785,2.075654,1,Yes
1,3.863206,2.152568,3.1742,4,0.550875,2.044044,0.118974,Yes
3.890879,2.271559,2.25354,1,3.353049,0.874583,2.400385,9.725513,Yes
