@relation IBM-HR-Employee-Attrition_preprocess-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Llast-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Llast-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1

@attribute Age numeric
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute DailyRate numeric
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome numeric
@attribute Education numeric
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EmployeeCount numeric
@attribute EmployeeNumber numeric
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male}
@attribute HourlyRate numeric
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction numeric
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome numeric
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute Over18 {Y}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike numeric
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute Class_Attrition {Yes,No}

@data
38,Travel_Frequently,1394,'Research & Development',8,3,Medical,1,1937,4,Female,58,2,2,'Research Scientist',2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7,No
38,Travel_Rarely,1206,'Research & Development',9,2,'Life Sciences',1,1940,2,Male,71,3,1,'Research Scientist',4,Divorced,4771,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3,No
38,Travel_Rarely,1404,Sales,1,3,'Life Sciences',1,1961,1,Male,59,2,1,'Sales Representative',1,Single,2858,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0,No
38,Travel_Frequently,1444,'Human Resources',1,4,Other,1,1972,4,Male,88,3,1,'Human Resources',2,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2,No
38,Travel_Rarely,1321,Sales,1,4,'Life Sciences',1,1995,4,Male,86,3,2,'Sales Executive',2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8,No
38,Travel_Frequently,508,'Research & Development',6,4,'Life Sciences',1,1997,1,Male,72,2,2,'Manufacturing Director',3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7,No
38,Travel_Rarely,201,'Research & Development',10,3,Medical,1,2015,2,Female,99,1,3,'Research Director',3,Married,13206,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11,No
38,Travel_Rarely,345,Sales,10,2,'Life Sciences',1,2041,1,Female,100,3,2,'Sales Executive',4,Married,5343,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9,No
39,Travel_Rarely,895,Sales,5,3,'Technical Degree',1,42,4,Male,56,3,2,'Sales Representative',4,Married,2086,3335,3,Y,No,14,3,3,80,1,19,6,4,1,0,0,0,Yes
39,Travel_Rarely,1329,Sales,4,4,'Life Sciences',1,182,4,Female,47,2,2,'Sales Executive',3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,No
39,Travel_Rarely,1431,'Research & Development',1,4,Medical,1,332,3,Female,96,3,1,'Laboratory Technician',3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,No
39,Travel_Rarely,1132,'Research & Development',1,3,Medical,1,417,3,Male,48,4,3,'Healthcare Representative',4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7,No
39,Travel_Rarely,117,'Research & Development',10,1,Medical,1,429,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10,No
39,Travel_Rarely,1162,Sales,3,2,Medical,1,445,4,Female,41,3,2,'Sales Executive',3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,Yes
39,Travel_Frequently,1218,'Research & Development',1,1,'Life Sciences',1,531,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,No
39,Travel_Frequently,443,'Research & Development',8,1,'Life Sciences',1,602,3,Female,48,3,1,'Laboratory Technician',3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,No
39,Travel_Rarely,408,'Research & Development',2,4,'Technical Degree',1,721,4,Female,80,2,2,'Healthcare Representative',3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10,No
39,Travel_Rarely,141,'Human Resources',3,3,'Human Resources',1,760,3,Female,44,4,2,'Human Resources',2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,No
39,Travel_Rarely,1383,'Human Resources',2,3,'Life Sciences',1,909,4,Female,42,2,2,'Human Resources',4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4,No
39,Travel_Rarely,903,Sales,2,5,'Life Sciences',1,985,1,Male,41,4,3,'Sales Executive',3,Single,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7,No
39,Travel_Rarely,466,'Research & Development',1,1,'Life Sciences',1,1026,4,Female,65,2,4,'Manufacturing Director',4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,No
39,Travel_Frequently,945,'Research & Development',22,3,Medical,1,1043,4,Female,82,3,3,'Manufacturing Director',1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,No
39,Travel_Frequently,203,'Research & Development',2,3,'Life Sciences',1,1127,1,Male,84,3,4,'Healthcare Representative',4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Yes
39,Non-Travel,439,'Research & Development',9,3,'Life Sciences',1,1132,3,Male,70,3,2,'Laboratory Technician',2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,No
39,Travel_Rarely,360,'Research & Development',23,3,Medical,1,1310,3,Male,93,3,1,'Research Scientist',1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,Yes
39,Travel_Rarely,524,'Research & Development',18,2,'Life Sciences',1,1322,1,Male,32,3,2,'Manufacturing Director',3,Single,4534,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,No
39,Travel_Rarely,1498,Sales,21,4,'Life Sciences',1,1390,1,Male,44,2,2,'Sales Executive',4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,No
39,Travel_Rarely,1089,'Research & Development',6,3,'Life Sciences',1,1525,2,Female,32,3,3,'Manufacturing Director',2,Single,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2,No
39,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,Male,38,4,3,'Sales Executive',3,Married,8237,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6,No
39,Travel_Rarely,1387,'Research & Development',10,5,Medical,1,1618,2,Male,76,3,2,'Manufacturing Director',1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7,No
39,Travel_Rarely,170,'Research & Development',3,2,Medical,1,1627,3,Male,76,2,2,'Laboratory Technician',3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,No
39,Travel_Frequently,711,'Research & Development',4,3,Medical,1,1633,1,Female,81,3,2,'Manufacturing Director',3,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8,No
39,Non-Travel,792,'Research & Development',1,3,'Life Sciences',1,1737,4,Male,77,3,2,'Laboratory Technician',4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,No
39,Travel_Frequently,766,Sales,20,3,'Life Sciences',1,1812,3,Male,83,3,2,'Sales Executive',4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,No
39,Travel_Rarely,835,'Research & Development',19,4,Other,1,1871,4,Male,41,3,2,'Research Scientist',4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2,No
39,Non-Travel,1251,Sales,21,4,'Life Sciences',1,1929,1,Female,32,1,2,'Sales Executive',3,Married,5736,3987,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2,No
39,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,2,Male,77,3,4,'Sales Executive',1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10,No
39,Travel_Rarely,116,'Research & Development',24,1,'Life Sciences',1,2014,1,Male,52,3,2,'Research Scientist',4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7,No
39,Non-Travel,105,'Research & Development',9,3,'Life Sciences',1,2022,4,Male,87,3,5,Manager,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3,No
39,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,'Sales Executive',4,Married,12031,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6,No
39,Travel_Rarely,613,'Research & Development',6,1,Medical,1,2062,4,Male,42,2,3,'Healthcare Representative',1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7,No
40,Travel_Frequently,1395,'Research & Development',26,3,Medical,1,202,2,Female,54,3,2,'Research Scientist',2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,No
40,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,'Sales Executive',4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,No
40,Travel_Rarely,989,'Research & Development',4,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,No
40,Travel_Rarely,905,'Research & Development',19,2,Medical,1,281,3,Male,99,3,2,'Laboratory Technician',4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,No
40,Non-Travel,1151,'Research & Development',9,5,'Life Sciences',1,287,4,Male,63,2,2,'Healthcare Representative',4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,No
40,Travel_Rarely,1300,'Research & Development',24,2,'Technical Degree',1,335,1,Male,62,3,2,'Research Scientist',4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,No
40,Travel_Rarely,1416,'Research & Development',2,2,Medical,1,352,1,Male,49,3,5,'Research Director',3,Divorced,19436,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9,No
40,Travel_Rarely,1171,'Research & Development',10,4,'Life Sciences',1,483,4,Female,46,4,1,'Laboratory Technician',3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,No
40,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,'Sales Executive',3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,Yes
40,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,'Sales Executive',2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,No
40,Travel_Rarely,1398,Sales,2,4,'Life Sciences',1,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,No
40,Travel_Rarely,302,'Research & Development',6,3,'Life Sciences',1,601,2,Female,75,3,4,'Manufacturing Director',3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,No
40,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,'Sales Executive',1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,No
40,Travel_Frequently,720,'Research & Development',16,4,Medical,1,832,1,Male,51,2,2,'Laboratory Technician',3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,No
40,Travel_Rarely,658,Sales,10,4,Marketing,1,954,1,Male,67,2,3,'Sales Executive',2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,No
40,Travel_Frequently,1469,'Research & Development',9,4,Medical,1,964,4,Male,35,3,1,'Research Scientist',2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,No
40,Non-Travel,1479,Sales,24,3,'Life Sciences',1,986,2,Female,100,4,4,'Sales Executive',2,Single,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0,Yes
40,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,'Sales Executive',1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,No
40,Travel_Rarely,1308,'Research & Development',14,3,Medical,1,1128,3,Male,44,2,5,'Research Director',3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,No
40,Travel_Frequently,593,'Research & Development',9,4,Medical,1,1166,2,Female,88,3,3,'Research Director',3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,No
40,Travel_Frequently,902,'Research & Development',26,2,Medical,1,1180,3,Female,92,2,2,'Research Scientist',4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,No
40,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,'Sales Executive',2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,No
40,Travel_Rarely,107,Sales,10,3,'Technical Degree',1,1239,2,Female,84,2,2,'Sales Executive',2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,No
40,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,'Sales Executive',2,Single,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,Yes
40,Non-Travel,458,'Research & Development',16,2,'Life Sciences',1,1340,3,Male,74,3,1,'Research Scientist',3,Divorced,3544,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0,No
40,Travel_Rarely,523,'Research & Development',2,3,'Life Sciences',1,1346,3,Male,98,3,2,'Research Scientist',4,Single,4661,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,No
40,Non-Travel,663,'Research & Development',9,4,Other,1,1449,3,Male,81,3,2,'Laboratory Technician',3,Divorced,3975,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7,No
40,Non-Travel,218,'Research & Development',8,1,Medical,1,1468,4,Male,55,2,3,'Research Director',2,Divorced,13757,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8,No
40,Travel_Rarely,896,'Research & Development',2,3,Medical,1,1474,3,Male,68,3,1,'Research Scientist',3,Divorced,2345,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,No
40,Travel_Rarely,676,'Research & Development',9,4,'Life Sciences',1,1534,4,Male,86,3,1,'Laboratory Technician',1,Single,2018,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0,Yes
40,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,1,Male,47,3,2,'Sales Executive',1,Married,5473,19345,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1,No
40,Non-Travel,1142,'Research & Development',8,2,'Life Sciences',1,1552,4,Male,72,3,2,'Healthcare Representative',4,Divorced,4069,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2,No
40,Travel_Rarely,118,Sales,14,2,'Life Sciences',1,1598,4,Female,84,3,2,'Sales Executive',1,Married,4639,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2,No
40,Travel_Rarely,448,'Research & Development',16,3,'Life Sciences',1,1641,3,Female,84,3,3,'Manufacturing Director',4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3,No
40,Travel_Rarely,1329,'Research & Development',7,3,'Life Sciences',1,1649,1,Male,73,3,1,'Laboratory Technician',1,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3,Yes
40,Travel_Rarely,369,'Research & Development',8,2,'Life Sciences',1,1724,2,Female,92,3,2,'Manufacturing Director',1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,No
40,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,No
40,Travel_Rarely,616,'Research & Development',2,2,'Life Sciences',1,1802,3,Female,99,3,1,'Laboratory Technician',1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,No
40,Travel_Rarely,1194,'Research & Development',1,3,'Life Sciences',1,1822,3,Female,52,3,2,'Healthcare Representative',4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3,No
40,Travel_Rarely,750,'Research & Development',12,3,'Life Sciences',1,1829,2,Female,47,3,2,'Healthcare Representative',1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,No
40,Travel_Rarely,1137,'Research & Development',1,4,'Life Sciences',1,1892,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,No
40,Travel_Frequently,692,'Research & Development',11,3,'Technical Degree',1,1985,4,Female,73,3,2,'Laboratory Technician',3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4,No
40,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,2,Female,92,3,2,'Sales Executive',2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10,No
40,Travel_Rarely,543,'Research & Development',1,4,'Life Sciences',1,2012,1,Male,83,3,1,'Laboratory Technician',4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0,No
40,Travel_Rarely,1322,'Research & Development',2,4,'Life Sciences',1,2048,3,Male,52,2,1,'Research Scientist',3,Single,2809,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2,No
40,Travel_Rarely,1194,'Research & Development',2,4,Medical,1,2051,3,Female,98,3,1,'Research Scientist',3,Married,2001,12549,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2,No
41,Travel_Rarely,1102,Sales,1,2,'Life Sciences',1,1,2,Female,94,3,2,'Sales Executive',4,Single,5993,19479,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5,Yes
41,Travel_Rarely,802,Sales,9,1,'Life Sciences',1,176,3,Male,96,3,3,'Sales Executive',3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,No
41,Travel_Frequently,857,'Research & Development',10,3,'Life Sciences',1,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,No
41,Travel_Rarely,465,'Research & Development',14,3,'Life Sciences',1,227,1,Male,56,3,1,'Research Scientist',3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,No
41,Travel_Rarely,896,Sales,6,3,'Life Sciences',1,298,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0,No
41,Travel_Rarely,1411,'Research & Development',19,2,'Life Sciences',1,334,3,Male,36,3,2,'Research Scientist',1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,No
41,Travel_Rarely,334,Sales,2,4,'Life Sciences',1,410,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,No
41,Travel_Rarely,483,'Research & Development',6,3,Medical,1,466,4,Male,95,2,2,'Manufacturing Director',2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,No
41,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,'Sales Executive',2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,Yes
41,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,'Sales Executive',1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,No
41,Non-Travel,267,Sales,10,2,'Life Sciences',1,599,4,Male,56,3,2,'Sales Executive',4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,No
41,Non-Travel,509,'Research & Development',2,4,Other,1,616,1,Female,62,2,2,'Healthcare Representative',3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,No
41,Travel_Rarely,1276,Sales,2,5,'Life Sciences',1,625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,No
41,Travel_Rarely,427,'Human Resources',10,4,'Human Resources',1,731,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,No
41,Travel_Rarely,314,'Human Resources',1,3,'Human Resources',1,734,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,No
41,Travel_Rarely,1085,'Research & Development',2,4,'Life Sciences',1,927,2,Female,57,1,1,'Laboratory Technician',4,Divorced,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0,Yes
41,Travel_Rarely,263,'Research & Development',6,3,Medical,1,957,4,Male,59,3,1,'Laboratory Technician',1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,No
41,Travel_Frequently,840,'Research & Development',9,3,Medical,1,999,1,Male,64,3,5,'Research Director',3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,No
41,Travel_Rarely,549,'Research & Development',7,2,Medical,1,1025,4,Female,42,3,2,'Manufacturing Director',3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,No
41,Travel_Rarely,509,'Research & Development',7,2,'Technical Degree',1,1085,2,Female,43,4,1,'Research Scientist',3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,No
41,Travel_Rarely,167,'Research & Development',12,4,'Life Sciences',1,1158,2,Male,46,3,1,'Laboratory Technician',4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,No
41,Non-Travel,906,'Research & Development',5,2,'Life Sciences',1,1210,1,Male,95,2,1,'Research Scientist',1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,Yes
41,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40,1,2,'Sales Executive',2,Single,6151,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,No
41,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66,3,2,'Sales Executive',1,Divorced,4103,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,No
41,Travel_Frequently,1200,'Research & Development',22,3,'Life Sciences',1,1392,4,Female,75,3,2,'Research Scientist',4,Divorced,5467,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3,No
41,Travel_Rarely,1283,'Research & Development',5,5,Medical,1,1448,2,Male,90,4,1,'Research Scientist',3,Married,2127,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3,No
41,Travel_Rarely,1206,Sales,23,2,'Life Sciences',1,1678,4,Male,80,3,3,'Sales Executive',3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2,No
41,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,'Sales Executive',3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,No
41,Non-Travel,552,'Human Resources',4,3,'Human Resources',1,1722,3,Male,60,1,2,'Human Resources',2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,No
41,Travel_Rarely,447,'Research & Development',5,3,'Life Sciences',1,1814,2,Male,85,4,2,'Healthcare Representative',2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,No
41,Travel_Rarely,930,Sales,3,3,'Life Sciences',1,2037,3,Male,57,2,2,'Sales Executive',2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4,No
42,Travel_Rarely,691,Sales,8,4,Marketing,1,35,3,Male,48,3,2,'Sales Executive',2,Married,6825,21173,0,Y,No,11,3,4,80,1,10,2,3,9,7,4,2,No
42,Non-Travel,926,'Research & Development',21,2,Medical,1,270,3,Female,36,3,2,'Manufacturing Director',3,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,No
42,Travel_Rarely,532,'Research & Development',4,2,'Technical Degree',1,319,3,Male,58,3,5,Manager,4,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15,No
42,Travel_Rarely,916,'Research & Development',17,2,'Life Sciences',1,347,4,Female,82,4,2,'Research Scientist',1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2,No
42,Travel_Rarely,269,'Research & Development',2,3,Medical,1,351,4,Female,56,2,1,'Laboratory Technician',1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8,No
42,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,Female,77,3,4,'Sales Executive',2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,No
42,Travel_Rarely,810,'Research & Development',23,5,'Life Sciences',1,468,1,Female,44,3,4,'Research Director',4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,No
42,Travel_Rarely,544,'Human Resources',2,1,'Technical Degree',1,470,3,Male,52,3,1,'Human Resources',3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,No
42,Travel_Rarely,201,'Research & Development',1,4,'Life Sciences',1,517,2,Female,95,3,1,'Laboratory Technician',1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,No
42,Travel_Frequently,532,'Research & Development',29,2,'Life Sciences',1,547,1,Female,92,3,2,'Research Scientist',3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,No
42,Travel_Frequently,1368,'Research & Development',28,4,'Technical Degree',1,551,4,Female,88,2,2,'Healthcare Representative',4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,No
42,Travel_Frequently,1474,'Research & Development',5,2,Other,1,591,2,Male,97,3,1,'Laboratory Technician',3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,No
42,Travel_Rarely,622,'Research & Development',2,4,'Life Sciences',1,659,3,Female,81,3,2,'Healthcare Representative',4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,No
42,Travel_Frequently,933,'Research & Development',19,3,Medical,1,752,3,Male,57,4,1,'Research Scientist',3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,Yes
42,Travel_Rarely,932,'Research & Development',1,2,'Life Sciences',1,827,4,Female,43,2,2,'Manufacturing Director',4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,No
